iter	Logloss
208	0.2963527556
209	0.2961451735
210	0.2957277991
211	0.2955949829
212	0.2953171901
213	0.2943875361
214	0.2942376871
215	0.2934619819
216	0.2932640853
217	0.2929080267
218	0.292113287
219	0.2918730711
220	0.2914186625
221	0.2905991256
222	0.2901165855
223	0.2887078193
224	0.2884895514
225	0.2881789016
226	0.2876244921
227	0.2872440168
228	0.2870018221
229	0.2867889404
230	0.2865886086
231	0.2863662372
232	0.2860365205
233	0.2858664768
234	0.28504181
235	0.2848816893
236	0.2844641354
237	0.2841178872
238	0.284087584
239	0.2839249709
240	0.2836896057
241	0.283457454
242	0.2832682408
243	0.2830148865
244	0.2827889488
245	0.282362782
246	0.2821521101
247	0.2816401283
248	0.2814686821
249	0.2810159791
250	0.2807528802
251	0.2806282469
252	0.2804874255
253	0.2803288113
254	0.2801369978
255	0.2799452104
256	0.279430137
257	0.279287232
258	0.2790217594
259	0.2788527871
260	0.2786854112
261	0.2783742898
262	0.2782006791
263	0.2771273701
264	0.2767005535
265	0.2765811417
266	0.2762602168
267	0.2761049023
268	0.2759505221
269	0.2757230349
270	0.2754478312
271	0.2748922351
272	0.2747423029
273	0.2746215804
274	0.2743657605
275	0.2742037134
276	0.274054158
277	0.2739893785
278	0.2737916532
279	0.2732016785
280	0.2730872107
281	0.2728224046
282	0.2727520164
283	0.2718956971
284	0.2717896895
285	0.2715931213
286	0.2714661974
287	0.2712308182
288	0.2704112118
289	0.2703089013
290	0.2701690061
291	0.2699016017
292	0.2697166435
293	0.2693936659
294	0.2686138321
295	0.268501696
296	0.2677810018
297	0.2676227194
298	0.2669526443
299	0.2664672816
300	0.2660527863
301	0.2658746224
302	0.2657045733
303	0.2651489745
304	0.2649911026
305	0.2648583651
306	0.2646325502
307	0.2644632685
308	0.2642456987
309	0.2641159658
310	0.263692072
311	0.2626703368
312	0.2624390487
313	0.2621804125
314	0.2620548456
315	0.2616694811
316	0.2615063205
317	0.2613067539
318	0.2608815389
319	0.2607103691
320	0.2605073609
321	0.2597372803
322	0.2593904896
323	0.2592579993
324	0.258883732
325	0.2586783654
326	0.2582738863
327	0.2581260513
328	0.2579002456
329	0.2576768957
330	0.2572600715
331	0.2567131154
332	0.256541414
333	0.2561954863
334	0.2555599225
335	0.2550211737
336	0.2546518475
337	0.2543482433
338	0.2542325193
339	0.253936462
340	0.2538151699
341	0.2536374151
342	0.2528143736
343	0.252444151
344	0.2520882975
345	0.2519095808
346	0.2517335826
347	0.2515147852
348	0.2509057049
349	0.2506455661
350	0.250308198
351	0.2501501428
352	0.2500362872
353	0.2498295179
354	0.2493741821
355	0.2491826977
356	0.248878804
357	0.2481579004
358	0.2475954792
359	0.2473175573
360	0.2470943206
361	0.246897492
362	0.2466743253
363	0.2465301356
364	0.2463580408
365	0.2456883773
366	0.2455013889
367	0.2453359919
368	0.2450504408
369	0.2444050728
370	0.2442986072
371	0.2440501095
372	0.2436530658
373	0.2435084343
374	0.2433821698
375	0.2431528036
376	0.2428324173
377	0.2424690176
378	0.242346206
379	0.2421319687
380	0.2419832023
381	0.2418308171
382	0.2414954408
383	0.2412180689
384	0.2410329498
385	0.2405882523
386	0.2404401422
387	0.2402526154
388	0.2399862728
389	0.2397039828
390	0.2395366677
391	0.2393256862
392	0.239244449
393	0.2390277914
394	0.2387530414
395	0.2385929865
396	0.2384602451
397	0.2383187188
398	0.2381633303
399	0.237957334
400	0.2378502016
401	0.237764042
402	0.2371267785
403	0.2369432783
404	0.2367219674
405	0.2365927007
406	0.2364843846
407	0.2362919823
408	0.2361675404
409	0.2360248588
410	0.2359140118
411	0.2357837517
412	0.2356286902
413	0.2355012658
414	0.2353159887
415	0.235207698
416	0.2350153966
417	0.2348883877
418	0.2347441507
419	0.2346040761
420	0.2344767014
421	0.2343139922
422	0.2340580904
423	0.2336140043
424	0.2334874271
425	0.2331613613
426	0.2330219032
427	0.2328430647
428	0.2326977125
429	0.2325878706
430	0.2324729086
431	0.2323234943
432	0.2321434111
433	0.2319110374
434	0.2317800606
435	0.2316775505
436	0.2315459995
437	0.2313788244
438	0.2311826656
439	0.2310850469
440	0.2309554492
441	0.2305823645
442	0.2304625939
443	0.230255929
444	0.230089006
445	0.2297566091
446	0.2296062716
447	0.2295216157
448	0.2290267758
449	0.2288758752
450	0.228742641
451	0.2284602923
452	0.2282927746
453	0.2280595954
454	0.2279508024
455	0.2278462027
456	0.2276344973
457	0.2274916689
458	0.2273734849
459	0.227159601
460	0.2270302554
461	0.2268639834
462	0.2266185011
463	0.2265341286
464	0.2264303282
465	0.2263341169
466	0.2262209074
467	0.2261229803
468	0.2259815505
469	0.2258495171
470	0.225698846
471	0.2253384068
472	0.2251854859
473	0.2251192946
474	0.2250282091
475	0.2248695354
476	0.2247453522
477	0.2246836397
478	0.2246163124
479	0.2245114711
480	0.2243805623
481	0.2241701509
482	0.2240650931
483	0.2239587118
484	0.2237840306
485	0.2234160822
486	0.2233248662
487	0.2232438793
488	0.2231140964
489	0.2230234068
490	0.2229502869
491	0.2228732572
492	0.2227148861
493	0.2226081396
494	0.2222565057
495	0.222118631
496	0.2219517741
497	0.2217031137
498	0.2215948318
499	0.2215384909
500	0.2214394621
501	0.2213662641
502	0.2212614652
503	0.2211874677
504	0.2210470217
505	0.220948314
506	0.22080977
507	0.2206881972
508	0.2205443829
509	0.2204072841
510	0.2203142113
511	0.2201267812
512	0.219997971
513	0.2198894597
514	0.2197695031
515	0.2196372443
516	0.2195512667
517	0.2194264945
518	0.2193244469
519	0.2192111701
520	0.218989665
521	0.2188968964
522	0.2188332752
523	0.2187491867
524	0.2186539244
525	0.218425261
526	0.2182898304
527	0.2181818915
528	0.2180934699
529	0.2179334305
530	0.2178622563
531	0.2177289786
532	0.2176709355
533	0.2175751496
534	0.2174835867
535	0.2174196554
536	0.2173415288
537	0.2172030604
538	0.2171484415
539	0.216928465
540	0.216842991
541	0.2167474684
542	0.2165580758
543	0.2164835262
544	0.216407696
545	0.2163289783
546	0.2161898414
547	0.2160450356
548	0.2159532686
549	0.2158466595
550	0.2157378429
551	0.2156269821
552	0.2155065624
553	0.2154216364
554	0.2153717337
555	0.215290234
556	0.2152157495
557	0.2151172743
558	0.2150406252
559	0.2148418838
560	0.2146965112
561	0.2146471782
562	0.2145430807
563	0.2144525939
564	0.214383448
565	0.2143019335
566	0.214205416
567	0.2140675563
568	0.2138355606
569	0.2137226204
570	0.2136611688
571	0.213186998
572	0.2130844566
573	0.2127697852
574	0.2123458447
575	0.2121028127
576	0.2119763693
577	0.2118451154
578	0.2117053991
579	0.211597162
580	0.2114920881
581	0.2113841156
582	0.2113065794
583	0.2111603691
584	0.211073
585	0.211032837
586	0.210948375
587	0.2107917537
588	0.2104934374
589	0.2104106441
590	0.210251138
591	0.2100676562
592	0.2099285731
593	0.2098219887
594	0.209745177
595	0.2096890024
596	0.2095821487
597	0.2094549355
598	0.2093708022
599	0.2092575252
600	0.2091446831
601	0.2090441594
602	0.2089328767
603	0.2088574161
604	0.2087671928
605	0.2086197504
606	0.2085295242
607	0.2084479131
608	0.2083333616
609	0.2082783526
610	0.2081999949
611	0.2081269793
612	0.2079386316
613	0.2078802298
614	0.2077747413
615	0.2076434512
616	0.2075893057
617	0.207478082
618	0.2073603972
619	0.2072508708
620	0.2071357042
621	0.2070164458
622	0.2069286264
623	0.2068661843
624	0.2068017937
625	0.2066845407
626	0.206598958
627	0.206534643
628	0.2064470046
629	0.2063711616
630	0.2062505473
631	0.2061967103
632	0.2060885466
633	0.2059647394
634	0.2058510835
635	0.2057461627
636	0.2056404304
637	0.2055726749
638	0.2053690438
639	0.2053255304
640	0.2052184527
641	0.2051458188
642	0.2050283744
643	0.2049700965
644	0.2048923979
645	0.2048254731
646	0.2047417612
647	0.204673913
648	0.2045676126
649	0.2044977487
650	0.2044189285
651	0.2042854977
652	0.2041122876
653	0.2039320929
654	0.2038346149
655	0.2034386859
656	0.2033594183
657	0.2031479672
658	0.2030191648
659	0.2029235357
660	0.2027859319
661	0.2027271012
662	0.2026342778
663	0.2025115907
664	0.2024058284
665	0.2023448565
666	0.2022605039
667	0.2020684168
668	0.2019939935
669	0.201900207
670	0.2018269215
671	0.201742285
672	0.2016694014
673	0.2015181513
674	0.2014598757
675	0.2013300887
676	0.201234179
677	0.2011361154
678	0.2010475042
679	0.2009584997
680	0.2008284332
681	0.2007629015
682	0.2007011097
683	0.2006570554
684	0.2005655008
685	0.2004783052
686	0.200323052
687	0.2002069044
688	0.2001323584
689	0.2000651991
690	0.1999234049
691	0.1998561849
692	0.1997551737
693	0.1996714956
694	0.19960437
695	0.1995701705
696	0.1993937698
697	0.1993150847
698	0.1992700821
699	0.1991849281
700	0.1991032643
701	0.1990118359
702	0.1989475149
703	0.198874786
704	0.1988067275
705	0.1987505087
706	0.1986757786
707	0.1985891134
708	0.1983402825
709	0.1982832339
710	0.1981910001
711	0.1980843889
712	0.1979728644
713	0.1978634456
714	0.1977822004
715	0.1977066947
716	0.1976321063
717	0.1975621321
718	0.1975046773
719	0.1974454245
720	0.1973327398
721	0.1972651031
722	0.1972018003
723	0.1971275248
724	0.197022972
725	0.1969425694
726	0.196878902
727	0.1968246163
728	0.1967636752
729	0.1967031759
730	0.1966011237
731	0.19650839
732	0.1964100598
733	0.1963522295
734	0.1962011743
735	0.1961361089
736	0.1960299869
737	0.1959514337
738	0.1958136244
739	0.1957584973
740	0.1956299019
741	0.1955727438
742	0.1954499308
743	0.1952082094
744	0.1950978833
745	0.1950143936
746	0.1949323178
747	0.1948711419
748	0.1947193311
749	0.1946519285
750	0.1945428443
751	0.1944337016
752	0.1943750709
753	0.1942668436
754	0.1941741719
755	0.1941302697
756	0.1940631522
757	0.1940343455
758	0.1939469949
759	0.1938417159
760	0.1937529195
761	0.1936754275
762	0.1935926235
763	0.1935194232
764	0.1934623678
765	0.193381966
766	0.1933015856
767	0.1931643781
768	0.1930165672
769	0.1928031666
770	0.1927688535
771	0.1926937576
772	0.1926158225
773	0.1924953416
774	0.1924717876
775	0.1922918388
776	0.1922217796
777	0.1920862524
778	0.1920084855
779	0.1919495204
780	0.1918617574
781	0.1916832688
782	0.1915810109
783	0.1914500948
784	0.1913734167
785	0.1913166022
786	0.1912278973
787	0.1911381079
788	0.1910795937
789	0.1910041974
790	0.190878862
791	0.1908154733
792	0.1907403811
793	0.1906719549
794	0.1906080593
795	0.1905089228
796	0.1904122217
797	0.1903198396
798	0.1902845794
799	0.1902064124
800	0.1900978407
801	0.1900329434
802	0.1898881488
803	0.1898311651
804	0.1897438733
805	0.1896885596
806	0.1895973342
807	0.1895232449
808	0.1894533943
809	0.189389591
810	0.1892204369
811	0.1891059629
812	0.1890295399
813	0.1889567978
814	0.1889093663
815	0.1888477074
816	0.1888061605
817	0.1887623474
818	0.1886391107
819	0.1885693007
820	0.188527461
821	0.1884358541
822	0.1883818482
823	0.1883306348
824	0.1882352538
825	0.1881577773
826	0.188107969
827	0.1880574126
828	0.1879620636
829	0.1878927483
830	0.1878499287
831	0.1877934327
832	0.1877268091
833	0.1876301165
834	0.1875731514
835	0.1875045783
836	0.1873922264
837	0.1873288301
838	0.1872574454
839	0.1872258554
840	0.1871427732
841	0.1870907724
842	0.1870427854
843	0.1869479044
844	0.1868892686
845	0.1868503608
846	0.1867507489
847	0.186702249
848	0.1866360779
849	0.1865872246
850	0.1865310944
851	0.1864776891
852	0.1864202578
853	0.186218384
854	0.1861749749
855	0.1860689835
856	0.1859444257
857	0.1858339273
858	0.1857041141
859	0.1856384424
860	0.1855302731
861	0.1853845252
862	0.185291561
863	0.1852075732
864	0.1851037733
865	0.1850338557
866	0.1848951354
867	0.1848294422
868	0.1848019495
869	0.1847474585
870	0.1846454374
871	0.1845797639
872	0.1845340174
873	0.1844193038
874	0.1843354303
875	0.1842401607
876	0.1841680528
877	0.1838912598
878	0.1837988443
879	0.1837184721
880	0.1836069883
881	0.1834502126
882	0.1833768137
883	0.1832690622
884	0.1831913356
885	0.1831303584
886	0.1830591731
887	0.1830075929
888	0.1829668229
889	0.1828700334
890	0.1828159341
891	0.1827226658
892	0.1826576733
893	0.1825625854
894	0.1825103828
895	0.1824183547
896	0.1823552679
897	0.1822941378
898	0.1822136772
899	0.1821337251
900	0.182115523
901	0.1820540484
902	0.1819649377
903	0.1818598605
904	0.1817949534
905	0.1816932572
906	0.1816088384
907	0.1815422746
908	0.1814036382
909	0.1813534399
910	0.1812807766
911	0.1811838213
912	0.1811167871
913	0.1810204589
914	0.180961054
915	0.1808777731
916	0.1806322415
917	0.1805369544
918	0.1804776622
919	0.1803519389
920	0.1803018746
921	0.1802531848
922	0.1801774524
923	0.1800851321
924	0.1800401316
925	0.1799577661
926	0.1799105087
927	0.1798445481
928	0.1797293118
929	0.1796618516
930	0.1795880303
931	0.1794954571
932	0.1794609812
933	0.179388932
934	0.1793288562
935	0.1792723082
936	0.1792055364
937	0.1791462885
938	0.1791021001
939	0.1790454668
940	0.1789420601
941	0.1788763106
942	0.1788092659
943	0.1787241606
944	0.1786581281
945	0.1786089459
946	0.1785687772
947	0.1785203175
948	0.1784600393
949	0.1784072312
950	0.1782978207
951	0.1782317075
952	0.1781330516
953	0.1779287604
954	0.1778400917
955	0.1777627101
956	0.1777143675
957	0.177644884
958	0.1775448805
959	0.177464554
960	0.1773891565
961	0.1773175662
962	0.1772406955
963	0.1771775983
964	0.1770998334
965	0.1770298266
966	0.1769842057
967	0.1769076911
968	0.1768414059
969	0.1767701234
970	0.1766758323
971	0.1765872501
972	0.1764796931
973	0.1763735196
974	0.1763111436
975	0.1762608997
976	0.1761340666
977	0.1760361979
978	0.1759890207
979	0.1759013537
980	0.1758513754
981	0.175769753
982	0.1756648989
983	0.1755937645
984	0.1755530667
985	0.1754918961
986	0.1754149068
987	0.175349467
988	0.1751896777
989	0.1751066515
990	0.1750185318
991	0.1749614677
992	0.174879251
993	0.1748272694
994	0.1747815421
995	0.17470488
996	0.1746277469
997	0.1745961321
998	0.1745527364
999	0.1744878126
